Nome Azienda,Telefono / Cellulare,Tipo Azienda,Settore,Servizio da Vendere,Prezzo Indicativo,Note Strategiche (Claude),Esito e Note Giulia
Fam Favata Advanced Marking - S.r.l. (Seregno),"02 45076257, 02 45076258, 0362 302877",Metalmeccanica e officine,"Fabbricazione di macchine automatiche per la dosatura, la confezione e per l'imballaggio (incluse parti e accessori)",D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Metalmeccanica e officine | ATECO 28.29.3 Fabbricazione di macchine automatiche per la dosatura, la confezione e per l'imballaggio (incluse parti e accessori) | fatturato 7.659.069 EUR (2024) | dipendenti da 20 a 49 | 5 km da Seveso | Via Briantina, 6 - | GANCIO: Interventi e manutenzioni programmate: chi va da chi, con lo storico macchina | fonte companyreports.it/fam-favata-advanced-marking-srl-09949540158 | telefono: PG «fam favata advanced marking» in seregno → Fam Favata Advanced Marking Srl | Via Briantina, 6 - 20831 Seregno (MB)",
Bea Italiana Spa (Seregno),0362 287719,Ingrosso e distribuzione,"Commercio all'ingrosso di altre macchine ed attrezzature per l'industria, il commercio e la navigazione nca",D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Ingrosso e distribuzione | ATECO 46.69.99 Commercio all'ingrosso di altre macchine ed attrezzature per l'industria, il commercio e la navigazione nca | fatturato 7.001.841 EUR (2024) | dipendenti da 10 a 15 | 5 km da Seveso | Via Montello, 221 - | GANCIO: Sincronizzazione ordini/magazzino: giacenza vera mentre il cliente e' al telefono | fonte companyreports.it/bea-italiana-spa-00911120152 | telefono: PG «bea italiana» in seregno → Bea Italiana S.p.a. | Via Montello, 221 - 20831 Seregno (MB)",
Maco Srl (Seregno),0362 320970,Metalmeccanica e officine,Fabbricazione di altri articoli metallici e minuteria metallica nca,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Metalmeccanica e officine | ATECO 25.99.99 Fabbricazione di altri articoli metallici e minuteria metallica nca | fatturato 6.238.851 EUR (2024) | dipendenti da 20 a 49 | 5 km da Seveso | Via Macalle', 142 - | GANCIO: Tracciamento commesse in officina: quale pezzo a che fase, senza girare a chiedere | fonte companyreports.it/maco-srl-00685640153 | telefono: PG «maco» in seregno → Maco Srl | Via Macalle', 142 - 20831 Seregno (MB)",
Brianza Inerti Srl (Seregno),0362 336183,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare)",Frantumazione di pietre e minerali vari non in connessione con l'estrazione,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare) | ATECO 23.70.3 Frantumazione di pietre e minerali vari non in connessione con l'estrazione | fatturato 5.615.032 EUR (2024) | dipendenti da 10 a 15 | 5 km da Seveso | Via Macalle', 143 - | GANCIO: Ordine di produzione tracciato: dalla conferma alla spedizione in un posto solo | fonte companyreports.it/brianza-inerti-srl-02024910966 | telefono: PG «brianza inerti» in seregno → Brianza Inerti S.r.l. | Strada dei Meiani di Levante, 30 - 20831 Seregno (MB)",
Visionlink S.r.l. (Seregno),0362 600202,Ingrosso e distribuzione,Commercio all'ingrosso di altre apparecchiature elettroniche per telecomunicazioni e di altri componenti elettronici,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Ingrosso e distribuzione | ATECO 46.52.09 Commercio all'ingrosso di altre apparecchiature elettroniche per telecomunicazioni e di altri componenti elettronici | fatturato 5.358.842 EUR (2024) | dipendenti da 10 a 15 | 5 km da Seveso | Via Marco Polo, SN - | GANCIO: Sincronizzazione ordini/magazzino: giacenza vera mentre il cliente e' al telefono | fonte companyreports.it/visionlink-srl-05785380964 | telefono: PG «visionlink» in seregno → Visionlink S.r.l. | Via Polo Marco, 22 - 20831 Seregno (MB)",
Intarbor Srl (Seregno),0362 328170,Ingrosso e distribuzione,"Commercio all'ingrosso di legname, semilavorati in legno e legno artificiale",D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Ingrosso e distribuzione | ATECO 46.73.1 Commercio all'ingrosso di legname, semilavorati in legno e legno artificiale | fatturato 5.101.220 EUR (2024) | dipendenti da 6 a 9 | 5 km da Seveso | Via Monteverdi, 10 - | GANCIO: Sincronizzazione ordini/magazzino: giacenza vera mentre il cliente e' al telefono | fonte companyreports.it/intarbor-srl-00305430134 | telefono: PG «intarbor» in seregno → Intarbor S.r.l. | Via Monteverdi, 10 - 20831 Seregno (MB)",
Univision Srl (Seregno),0362 600201,Ingrosso e distribuzione,"COMMERCIO ALL'INGROSSO DI ALTRI MACCHINARI  ATTREZZATURE E FORNITURE Commercio all'ingrosso di altri macchinari, attrezzature e forniture",D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Ingrosso e distribuzione | ATECO 46.6 COMMERCIO ALL'INGROSSO DI ALTRI MACCHINARI  ATTREZZATURE E FORNITURE Commercio all'ingrosso di altri macchinari, attrezzature e forniture | fatturato 5.034.117 EUR (2024) | dipendenti da 20 a 49 | 5 km da Seveso | Via Andrea Appiani, 3 - | GANCIO: Sincronizzazione ordini/magazzino: giacenza vera mentre il cliente e' al telefono | fonte companyreports.it/univision-srl-02051990139 | telefono: PG «univision» in seregno → Univision S.r.l. | Via Appiani Andrea, 3 - 20831 Seregno (MB)",
Sadun Srl (Seregno),"0362 23341, 0362 229470, 800 904425",Ingrosso e distribuzione,Commercio all'ingrosso di vari prodotti di consumo non alimentare nca,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Ingrosso e distribuzione | ATECO 46.49.9 Commercio all'ingrosso di vari prodotti di consumo non alimentare nca | fatturato 4.989.664 EUR (2024) | dipendenti da 6 a 9 | 5 km da Seveso | Via Riccardo Wagner, 193 - | GANCIO: Sincronizzazione ordini/magazzino: giacenza vera mentre il cliente e' al telefono | fonte companyreports.it/sadun-srl-00848500153 | telefono: PG «sadun» in seregno → Sadun S.r.l. | Via Wagner Riccardo, 193 - 20831 Seregno (MB)",
Soffieria Sestese S.r.l. (Seregno),0362 933789,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare)","Fabbricazione di vetrerie per laboratori, per uso igienico, per farmacia",D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare) | ATECO 23.19.1 Fabbricazione di vetrerie per laboratori, per uso igienico, per farmacia | fatturato 4.303.011 EUR (2024) | dipendenti da 20 a 49 | 5 km da Seveso | Via Wagner, 291 - | GANCIO: Ordine di produzione tracciato: dalla conferma alla spedizione in un posto solo | fonte companyreports.it/soffieria-sestese-srl-07109250154 | telefono: PG «soffieria sestese» in seregno → Soffieria Sestese S.r.l. | Via Wagner Riccardo, 291 - 20831 Seregno (MB)",
Plasteco Srl (Seregno),"039 9202872, 039 9202907, 039 9212145, 031 4896484","Manifattura (legno, arredo, plastica, chimica, tessile, alimentare)",Fabbricazione di imballaggi in materie plastiche,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare) | ATECO 22.22 Fabbricazione di imballaggi in materie plastiche | fatturato 3.445.871 EUR (2024) | dipendenti da 16 a 19 | 5 km da Seveso | Via Ariosto, 15 - | GANCIO: Ordine di produzione tracciato: dalla conferma alla spedizione in un posto solo | fonte companyreports.it/plasteco-srl-01518940133 | telefono: PG «plasteco» in seregno → Plasteco | Via Ariosto Ludovico, 15 - 20831 Seregno (MB)",
Vema Srl (Seregno),0362 223464,Metalmeccanica e officine,Fabbricazione di macchine per la pulizia (incluse le lavastoviglie) per uso non domestico,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Metalmeccanica e officine | ATECO 28.29.92 Fabbricazione di macchine per la pulizia (incluse le lavastoviglie) per uso non domestico | fatturato 2.874.603 EUR (2024) | dipendenti da 10 a 15 | 5 km da Seveso | Via Messina, 18 - | GANCIO: Interventi e manutenzioni programmate: chi va da chi, con lo storico macchina | fonte companyreports.it/vema-srl-02449800966 | telefono: PG «vema» in seregno → Vema S.r.l. | Via Messina, 18 - 20831 Seregno (MB)",
Omcca S.r.l. (Seregno),0362 231696,Metalmeccanica e officine,Fabbricazione di altro materiale meccanico e di altre macchine di impiego generale nca,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Metalmeccanica e officine | ATECO 28.29.99 Fabbricazione di altro materiale meccanico e di altre macchine di impiego generale nca | fatturato 2.096.469 EUR (2024) | dipendenti da 10 a 15 | 5 km da Seveso | Via Cascina Dosso, 28 - | GANCIO: Interventi e manutenzioni programmate: chi va da chi, con lo storico macchina | fonte companyreports.it/omcca-srl-12474860967 | telefono: PG «omcca» in seregno → Omcca | Strada Vicinale a Cassina del Dosso, 28 - 20831 Seregno (MB)",
Odhaus S.r.l. (Seregno),0362 1976839,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare)",Fabbricazione di altri elementi in legno e di falegnameria per l'edilizia,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare) | ATECO 16.23.2 Fabbricazione di altri elementi in legno e di falegnameria per l'edilizia | fatturato 1.935.866 EUR (2024) | dipendenti da 6 a 9 | 5 km da Seveso | Viale Europa, 13 - | GANCIO: Ordine di produzione tracciato: dalla conferma alla spedizione in un posto solo | fonte companyreports.it/odhaus-srl-09408600964 | telefono: PG «odhaus» in seregno → Odhaus S.r.l. | Viale Europa, 13 - 20831 Seregno (MB)",
Clementelli Srl (Seregno),"0362 321093, 0362 321096",Metalmeccanica e officine,Fabbricazione di strutture metalliche e di parti di strutture,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Metalmeccanica e officine | ATECO 25.11 Fabbricazione di strutture metalliche e di parti di strutture | fatturato 1.805.325 EUR (2024) | dipendenti da 10 a 15 | 5 km da Seveso | Via Comina, 23 - | GANCIO: Tracciamento commesse in officina: quale pezzo a che fase, senza girare a chiedere | fonte companyreports.it/clementelli-srl-09096710158 | telefono: PG «clementelli» in seregno → Clementelli S.r.l. | Via Comina, 23 - 20831 Seregno (MB)",
Effepi Brocciatura S.r.l. (Seregno),0362 243040,Metalmeccanica e officine,Lavori di meccanica generale,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Metalmeccanica e officine | ATECO 25.62 Lavori di meccanica generale | fatturato 1.775.392 EUR (2024) | dipendenti da 10 a 15 | 5 km da Seveso | Via Giovanni Pacini, 92/94 - | GANCIO: Tracciamento commesse in officina: quale pezzo a che fase, senza girare a chiedere | fonte companyreports.it/effepi-brocciatura-srl-07642830967 | telefono: PG «effepi brocciatura» in seregno → Effepi Brocciatura Srl | Via Pacini Giovanni, 92 - 20831 Seregno (MB)",
Corti S.r.l. (Seregno),0362 320567,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare)",Produzione di prodotti di panetteria freschi,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare) | ATECO 10.71.1 Produzione di prodotti di panetteria freschi | fatturato 1.733.929 EUR (2024) | dipendenti da 16 a 19 | 5 km da Seveso | Via Giuseppe Garibaldi, 95 - | GANCIO: Ordine di produzione tracciato: dalla conferma alla spedizione in un posto solo | fonte companyreports.it/corti-srl-06778200961 | telefono: PG «corti» in seregno → Corti S.r.l. | Via Londra, 18 - 20831 Seregno (MB)",
Asconati Ambrogio S.r.l. (Seregno),"0362 221101, 0362 231379","Manifattura (legno, arredo, plastica, chimica, tessile, alimentare)",Confezione di indumenti da lavoro,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare) | ATECO 14.12 Confezione di indumenti da lavoro | fatturato 1.500.312 EUR (2023) | dipendenti da 6 a 9 | 5 km da Seveso | Via Comina, 21 - | GANCIO: Ordine di produzione tracciato: dalla conferma alla spedizione in un posto solo | fonte companyreports.it/asconati-ambrogio-srl-04999760152 | telefono: PG «asconati ambrogio» in seregno → Asconati Ambrogio S.r.l. | Via Comina, 21 - 20831 Seregno (MB)",
Esastampi S.r.l. (Seregno),0362 320445,Metalmeccanica e officine,"Fabbricazione di stampi, portastampi, sagome, forme per macchine",D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Metalmeccanica e officine | ATECO 25.73.2 Fabbricazione di stampi, portastampi, sagome, forme per macchine | fatturato 1.423.716 EUR (2024) | dipendenti da 10 a 15 | 5 km da Seveso | Via Oslo, 7/9 - | GANCIO: Tracciamento commesse in officina: quale pezzo a che fase, senza girare a chiedere | fonte companyreports.it/esastampi-srl-04157860968 | telefono: PG «esastampi» in seregno → Esastampi | Via Oslo, 7 - 20831 Seregno (MB)",
Anar S.r.l. (Seregno),0362 222003,Metalmeccanica e officine,Fabbricazione di altre macchine di impiego generale,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Metalmeccanica e officine | ATECO 28.2 Fabbricazione di altre macchine di impiego generale | fatturato 1.394.060 EUR (2024) | dipendenti da 10 a 15 | 5 km da Seveso | Via Londra, 1 - | GANCIO: Interventi e manutenzioni programmate: chi va da chi, con lo storico macchina | fonte companyreports.it/anar-srl-07469170158 | telefono: PG «anar» in seregno → Anar S.r.l. | Via Londra, 1 - 20831 Seregno (MB)",
Gierre Srl (Seregno),"0362 634903, 0362 622824","Manifattura (legno, arredo, plastica, chimica, tessile, alimentare)",Altra stampa,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare) | ATECO 18.12 Altra stampa | fatturato 1.348.259 EUR (2024) | dipendenti da 6 a 9 | 5 km da Seveso | Via Montello, 43 - | GANCIO: Ordine di produzione tracciato: dalla conferma alla spedizione in un posto solo | fonte companyreports.it/gierre-srl-02219750136 | telefono: PG «gierre» in seregno → Gierre S.r.l. | Via Montello, 43 - 20831 Seregno (MB)",
Silmag S.r.l. (Seregno),0362 243795,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare)",Fabbricazione di poltrone e divani,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare) | ATECO 31.09.3 Fabbricazione di poltrone e divani | fatturato 1.327.381 EUR (2024) | dipendenti da 6 a 9 | 5 km da Seveso | Via Montorfano, 98 - | GANCIO: Ordine di produzione tracciato: dalla conferma alla spedizione in un posto solo | fonte companyreports.it/silmag-srl-03384990960 | telefono: PG «silmag» in seregno → Silmag S.r.l. | Via Montorfano, 98 - 20831 Seregno (MB)",
Gilardi Mojoli E Associati S.r.l. (Seregno),0362 237242,Metalmeccanica e officine,Fabbricazione di altri articoli metallici e minuteria metallica nca,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Metalmeccanica e officine | ATECO 25.99.99 Fabbricazione di altri articoli metallici e minuteria metallica nca | fatturato 1.314.735 EUR (2024) | dipendenti da 6 a 9 | 5 km da Seveso | Via Montorfano, 23 - | GANCIO: Tracciamento commesse in officina: quale pezzo a che fase, senza girare a chiedere | fonte companyreports.it/gilardi-mojoli-e-associati-srl-09778530965 | telefono: PG «gilardi mojoli associati» in seregno → Gilardi Mojoli e Associati S.r.l. | Via Montorfano, 23 - 20831 Seregno (MB)",
Mariani Plus S.r.l. (Seregno),"0362 237020, 0362 230895, 0362 236915","Manifattura (legno, arredo, plastica, chimica, tessile, alimentare)",Fabbricazione di mobili,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare) | ATECO 31 Fabbricazione di mobili | fatturato 1.302.184 EUR (2024) | dipendenti da 10 a 15 | 5 km da Seveso | Via Toscanini, 37 - | GANCIO: Ordine di produzione tracciato: dalla conferma alla spedizione in un posto solo | fonte companyreports.it/mariani-plus-srl-03118330962 | telefono: PG «mariani plus» in seregno → Mariani Plus S.r.l. | Via Toscanini Arturo, 37 - 20831 Seregno (MB)",
Gavazzi Imballaggi S.r.l. (Seregno),0362 238185,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare)",Fabbricazione di imballaggi in legno,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare) | ATECO 16.24 Fabbricazione di imballaggi in legno | fatturato 1.116.935 EUR (2024) | dipendenti da 6 a 9 | 5 km da Seveso | Via Vittorio Bottego, 46 - | GANCIO: Ordine di produzione tracciato: dalla conferma alla spedizione in un posto solo | fonte companyreports.it/gavazzi-imballaggi-srl-07235700965 | telefono: PG «gavazzi imballaggi» in seregno → Gavazzi Imballaggi Srl | Via Bottego, 46 - 20831 Seregno (MB)",
Tagliabue Sistemi Srl (Seveso),"0362 501524, 0362 508106, 0362 523762, 0362 521657, 0362 686147","Manifattura (legno, arredo, plastica, chimica, tessile, alimentare)",Fabbricazione di mobili,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare) | ATECO 31 Fabbricazione di mobili | fatturato 4.905.998 EUR (2023) | dipendenti da 10 a 15 | 0 km da Seveso | Via M.polo, 0025 - | GANCIO: Ordine di produzione tracciato: dalla conferma alla spedizione in un posto solo | fonte companyreports.it/tagliabue-sistemi-srl-07853330152 | telefono: PG «tagliabue sistemi» in seveso → Tagliabue Sistemi | Via Marco Polo, 25 - 20822 Seveso (MB)",
Seveso Recuperi Srl (Seveso),0362 550986,Ingrosso e distribuzione,Commercio all'ingrosso di rottami e sottoprodotti della lavorazione industriale metallici,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Ingrosso e distribuzione | ATECO 46.77.1 Commercio all'ingrosso di rottami e sottoprodotti della lavorazione industriale metallici | fatturato 4.362.300 EUR (2023) | dipendenti da 10 a 15 | 0 km da Seveso | Via Sprelunga, 8 - | GANCIO: Sincronizzazione ordini/magazzino: giacenza vera mentre il cliente e' al telefono | fonte companyreports.it/seveso-recuperi-srl-03515750960 | telefono: PG «seveso recuperi» in seveso → Seveso Recuperi | Via Sprelunga, 8 - 20822 Seveso (MB)",
G.b. Cavi Italia S.r.l. (Seveso),"0362 827619, 0362 806916","Manifattura (legno, arredo, plastica, chimica, tessile, alimentare)",Fabbricazione di altri fili e cavi elettrici ed elettronici,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare) | ATECO 27.32 Fabbricazione di altri fili e cavi elettrici ed elettronici | fatturato 4.251.582 EUR (2024) | dipendenti da 10 a 15 | 0 km da Seveso | Via Ada Negri, 2 - | GANCIO: Ordine di produzione tracciato: dalla conferma alla spedizione in un posto solo | fonte companyreports.it/gb-cavi-italia-srl-09340890152 | telefono: PG «cavi» in seveso → G.B. Cavi Italia S.r.l. | Via Negri Ada, 2 - 20822 Seveso (MB)",
Gammacolor S.r.l. (Seveso),"0362 550550, 0362 550418, 0362 551248, 0362 687511, 0362 687860",Ingrosso e distribuzione,Commercio all'ingrosso di carta da parati  colori e vernici,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Ingrosso e distribuzione | ATECO 46.73.4 Commercio all'ingrosso di carta da parati  colori e vernici | fatturato 4.046.630 EUR (2024) | dipendenti da 10 a 15 | 0 km da Seveso | Via Zeuner, 0005 - | GANCIO: Sincronizzazione ordini/magazzino: giacenza vera mentre il cliente e' al telefono | fonte companyreports.it/gammacolor-srl-02639210158 | telefono: PG «gammacolor» in seveso → Gammacolor | Via Zeuner Federico, 5 - 20822 Seveso (MB)",
Al Service S.r.l. (Seveso),339 3639252,Ingrosso e distribuzione,Commercio all'ingrosso di macchine utensili,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Ingrosso e distribuzione | ATECO 46.62 Commercio all'ingrosso di macchine utensili | fatturato 1.562.010 EUR (2024) | dipendenti da 10 a 15 | 0 km da Seveso | Via Don Luigi Sturzo, 29 31 - | GANCIO: Sincronizzazione ordini/magazzino: giacenza vera mentre il cliente e' al telefono | fonte companyreports.it/al-service-srl-13085230962 | telefono: PG «service» in seveso → M.S. Service | Via Cristoforo Colombo, 35 - 20822 Seveso (MB)",
C.m.i. Di F. Pozzi S.r.l. (Seveso),0362 520128,Metalmeccanica e officine,Lavori di meccanica generale,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Metalmeccanica e officine | ATECO 25.62 Lavori di meccanica generale | fatturato 1.194.605 EUR (2024) | dipendenti da 10 a 15 | 0 km da Seveso | Via Vignone, 24 - | GANCIO: Tracciamento commesse in officina: quale pezzo a che fase, senza girare a chiedere | fonte companyreports.it/cmi-di-f-pozzi-srl-07951550156 | telefono: PG «pozzi» in seveso → C.M.I. di F. Pozzi S.r.l. | Via Piemonte, 10/12 - 20822 Seveso (MB)",
Colorpack Srl (Solaro),"02 96799590, 02 9690664, 02 9691714","Manifattura (legno, arredo, plastica, chimica, tessile, alimentare)","Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici (mastici)",D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare) | ATECO 20.3 Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici (mastici) | fatturato 20.422.294 EUR (2024) | dipendenti da 20 a 49 | 5 km da Seveso | Via Benvenuto Cellini, 26 - | GANCIO: Ordine di produzione tracciato: dalla conferma alla spedizione in un posto solo | fonte companyreports.it/colorpack-srl-01485370124 | telefono: PG «colorpack» in solaro → Colorpack - S.r.l. | Via Cellini Benvenuto, 26 - 20033 Solaro (MI)",
Lea Car S.r.l. (Solaro),"02 87089150, 02 68859892",Autoriparazione e ricambi,Commercio all'ingrosso e al dettaglio di autovetture e di autoveicoli leggeri,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Autoriparazione e ricambi | ATECO 45.11.01 Commercio all'ingrosso e al dettaglio di autovetture e di autoveicoli leggeri | fatturato 19.286.217 EUR (2024) | dipendenti da 20 a 49 | 5 km da Seveso | Via Meucci, 2 - | GANCIO: Scheda intervento e ricambi: dall'accettazione alla fattura senza riscrivere | fonte companyreports.it/lea-car-srl-06596130960 | telefono: PG «lea car» in solaro → Lea Car S.r.l. | Via Donizetti Gaetano, 2 - 20033 Solaro (MI)",
Guarnitec Srl (Solaro),02 9691488,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare)",Fabbricazione di altri prodotti in gomma nca,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare) | ATECO 22.19.09 Fabbricazione di altri prodotti in gomma nca | fatturato 14.085.161 EUR (2024) | dipendenti da 20 a 49 | 5 km da Seveso | Via Della Repubblica, 45 - | GANCIO: Ordine di produzione tracciato: dalla conferma alla spedizione in un posto solo | fonte companyreports.it/guarnitec-srl-03132210968 | telefono: PG «guarnitec» in solaro → Guarnitec S.r.l. | Via Donizetti Gaetano, 5 - 20020 Solaro (MI)",
Inox Villa Srl (Solaro),"02 96798373, 02 96798374, 02 96791497",Ingrosso e distribuzione,"Commercio all'ingrosso di minerali metalliferi, di metalli ferrosi e prodotti semilavorati",D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Ingrosso e distribuzione | ATECO 46.72.1 Commercio all'ingrosso di minerali metalliferi, di metalli ferrosi e prodotti semilavorati | fatturato 11.213.495 EUR (2024) | dipendenti da 10 a 15 | 5 km da Seveso | Via Bernini, 7 - | GANCIO: Sincronizzazione ordini/magazzino: giacenza vera mentre il cliente e' al telefono | fonte companyreports.it/inox-villa-srl-06968220159 | telefono: PG «inox villa» in solaro → Inox Villa S.r.l. | Via Bernini Gian Lorenzo, 7 - 20033 Solaro (MI)",
Galli Aldo Srl (Solaro),02 9690192,Metalmeccanica e officine,Fabbricazione di altre macchine ed attrezzature per impieghi speciali nca (incluse parti e accessori),D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Metalmeccanica e officine | ATECO 28.99.99 Fabbricazione di altre macchine ed attrezzature per impieghi speciali nca (incluse parti e accessori) | fatturato 6.199.778 EUR (2024) | dipendenti da 16 a 19 | 5 km da Seveso | Via Como, 39 - | GANCIO: Interventi e manutenzioni programmate: chi va da chi, con lo storico macchina | fonte companyreports.it/galli-aldo-srl-08795830150 | telefono: PG «galli aldo» in solaro → Galli Aldo Srl | Via Como, 39 - 20033 Solaro (MI)",
Ve.m.o. Car Srl (Solaro),"02 9692979, 348 3604482",Ingrosso e distribuzione,"Commercio all'ingrosso di altre macchine ed attrezzature per l'industria, il commercio e la navigazione nca",D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Ingrosso e distribuzione | ATECO 46.69.99 Commercio all'ingrosso di altre macchine ed attrezzature per l'industria, il commercio e la navigazione nca | fatturato 4.872.686 EUR (2024) | dipendenti da 16 a 19 | 5 km da Seveso | Via Degli Alberoni, 1 - | GANCIO: Sincronizzazione ordini/magazzino: giacenza vera mentre il cliente e' al telefono | fonte companyreports.it/vemo-car-srl-01995800123 | telefono: PG «car» in solaro → Ve.M.O. Car S.r.l. | Via degli Alberoni, 1 - 20020 Solaro (MI)",
Foplast Srl (Solaro),"02 96798075, 02 96365543","Manifattura (legno, arredo, plastica, chimica, tessile, alimentare)",Fabbricazione di articoli in materie plastiche,D - gestionale su misura (apertura: indagine di mercato),D: 2.000-2.500 EUR - C: ~2 EUR/dip./mese,"Manifattura (legno, arredo, plastica, chimica, tessile, alimentare) | ATECO 22.2 Fabbricazione di articoli in materie plastiche | fatturato 3.094.722 EUR (2023) | dipendenti da 16 a 19 | 5 km da Seveso | Via Como, 27 - | GANCIO: Ordine di produzione tracciato: dalla conferma alla spedizione in un posto solo | fonte companyreports.it/foplast-srl-08161980159 | telefono: PG «foplast» in solaro → Foplast S.r.l. | Via Como, 27 - 20033 Solaro (MI)",
